Order_ID,Date,Customer,Product,Category,Region,Quantity,Unit_Price,Revenue
ORD2355,2025-01-29,Customer_25,Office Chair,Furniture,North,1,223.47,223.47
ORD1978,2025-01-29,Customer_17,Headphones,Electronics,East,5,121.75,608.75
ORD1087,2025-01-29,Customer_06,Headphones,Electronics,South,2,129.91,259.82
ORD1350,2025-01-30,Customer_05,Standing Desk,Furniture,South,3,451.36,1354.08
ORD2251,2025-01-30,Customer_12,Office Chair,Furniture,East,2,205.06,410.12
ORD2134,2025-01-31,Customer_30,Standing Desk,Furniture,North,6,442.87,2657.22
ORD1816,2025-02-01,Customer_14,Laptop,Electronics,South,5,817.21,4086.05
ORD1865,2025-02-01,Customer_24,Notebook Pack,Stationery,East,5,16.36,81.8
ORD2364,2025-02-01,Customer_18,Standing Desk,Furniture,East,6,496.61,2979.66
ORD2028,2025-02-01,Customer_21,Standing Desk,Furniture,South,7,523.64,3665.48
ORD1308,2025-02-02,Customer_01,Headphones,Electronics,South,1,118.47,118.47
ORD1030,2025-02-02,Customer_22,Office Chair,Furniture,South,3,221.37,664.11
ORD2353,2025-02-02,Customer_13,Monitor,Electronics,North,2,285.08,570.16
ORD1220,2025-02-02,Customer_21,Smartphone,Electronics,South,1,643.08,643.08
ORD1042,2025-02-02,Customer_10,Notebook Pack,Stationery,East,3,16.47,49.41
ORD1430,2025-02-02,Customer_08,Laptop,Electronics,West,3,946.39,2839.17
ORD1532,2025-02-03,Customer_02,Smartphone,Electronics,East,5,591.04,2955.2
ORD1839,2025-02-03,Customer_29,Monitor,Electronics,West,4,286.63,1146.52
ORD1581,2025-02-03,Customer_23,Printer,Electronics,South,4,264.23,1056.92
ORD1132,2025-02-03,Customer_23,Laptop,Electronics,North,7,868.67,6080.69
ORD2411,2025-02-03,Customer_18,Standing Desk,Furniture,West,3,442.06,1326.18
ORD1765,2025-02-04,Customer_13,Printer,Electronics,East,3,236.59,709.77
ORD2093,2025-02-04,Customer_14,Office Chair,Furniture,North,4,189.4,757.6
ORD1952,2025-02-04,Customer_22,Standing Desk,Furniture,West,5,503.76,2518.8
ORD2315,2025-02-04,Customer_09,Headphones,Electronics,West,3,127.05,381.15
ORD1189,2025-02-04,Customer_26,Headphones,Electronics,West,7,125.49,878.43
ORD2241,2025-02-05,Customer_09,Printer,Electronics,North,2,267.3,534.6
ORD1805,2025-02-05,Customer_26,Printer,Electronics,South,4,266.88,1067.52
ORD1341,2025-02-05,Customer_10,Headphones,Electronics,West,2,118.2,236.4
ORD2456,2025-02-06,Customer_18,Monitor,Electronics,South,5,302.76,1513.8
ORD1237,2025-02-06,Customer_30,Office Chair,Furniture,West,5,191.08,955.4
ORD1379,2025-02-06,Customer_12,Headphones,Electronics,North,1,116.72,116.72
ORD1820,2025-02-06,Customer_04,Laptop,Electronics,North,5,825.57,4127.85
ORD1287,2025-02-06,Customer_07,Standing Desk,Furniture,South,4,503.96,2015.84
ORD2181,2025-02-06,Customer_11,Monitor,Electronics,East,1,292.38,292.38
ORD1971,2025-02-06,Customer_28,Office Chair,Furniture,West,2,191.64,383.28
ORD2001,2025-02-06,Customer_26,Notebook Pack,Stationery,East,3,15.02,45.06
ORD1922,2025-02-07,Customer_15,Office Chair,Furniture,East,2,221.99,443.98
ORD2055,2025-02-07,Customer_12,Monitor,Electronics,North,6,322.74,1936.44
ORD2122,2025-02-07,Customer_30,Headphones,Electronics,West,7,123.4,863.8
ORD2014,2025-02-07,Customer_09,Standing Desk,Furniture,South,4,442.58,1770.32
ORD1326,2025-02-08,Customer_05,Smartphone,Electronics,East,2,608.26,1216.52
ORD1974,2025-02-08,Customer_03,Smartphone,Electronics,North,6,673.78,4042.68
ORD1354,2025-02-08,Customer_30,Monitor,Electronics,North,6,275.2,1651.2
ORD1676,2025-02-08,Customer_11,Standing Desk,Furniture,East,2,450.44,900.88
ORD1229,2025-02-08,Customer_26,Smartphone,Electronics,West,7,638.3,4468.1
ORD1764,2025-02-08,Customer_13,Headphones,Electronics,North,1,116.84,116.84
ORD2114,2025-02-08,Customer_09,Smartphone,Electronics,South,2,666.53,1333.06
ORD2003,2025-02-09,Customer_14,Monitor,Electronics,South,2,307.56,615.12
ORD2445,2025-02-09,Customer_13,Laptop,Electronics,South,5,857.55,4287.75
ORD1037,2025-02-10,Customer_05,Printer,Electronics,West,5,279.02,1395.1
ORD1743,2025-02-10,Customer_14,Headphones,Electronics,East,6,114.27,685.62
ORD1366,2025-02-10,Customer_19,Office Chair,Furniture,North,5,201.32,1006.6
ORD1315,2025-02-10,Customer_26,Notebook Pack,Stationery,South,7,13.55,94.85
ORD2410,2025-02-10,Customer_04,Laptop,Electronics,North,2,983.01,1966.02
ORD2222,2025-02-11,Customer_25,Monitor,Electronics,East,6,274.11,1644.66
ORD2352,2025-02-11,Customer_17,Office Chair,Furniture,East,4,190.0,760.0
ORD1078,2025-02-11,Customer_07,Standing Desk,Furniture,East,5,478.97,2394.85
ORD2180,2025-02-12,Customer_20,Standing Desk,Furniture,East,7,515.29,3607.03
ORD2285,2025-02-12,Customer_24,Laptop,Electronics,West,4,942.76,3771.04
ORD1714,2025-02-12,Customer_22,Monitor,Electronics,North,1,294.28,294.28
ORD1713,2025-02-12,Customer_07,Printer,Electronics,East,5,281.37,1406.85
ORD2005,2025-02-12,Customer_29,Monitor,Electronics,West,2,291.75,583.5
ORD2199,2025-02-13,Customer_08,Standing Desk,Furniture,West,6,437.16,2622.96
ORD1863,2025-02-13,Customer_19,Printer,Electronics,East,1,280.81,280.81
ORD1768,2025-02-13,Customer_25,Smartphone,Electronics,South,2,704.2,1408.4
ORD1445,2025-02-13,Customer_22,Notebook Pack,Stationery,North,4,15.9,63.6
ORD1118,2025-02-14,Customer_01,Smartphone,Electronics,South,2,643.06,1286.12
ORD1375,2025-02-14,Customer_16,Laptop,Electronics,South,5,909.8,4549.0
ORD2009,2025-02-14,Customer_04,Standing Desk,Furniture,North,6,488.78,2932.68
ORD2422,2025-02-15,Customer_23,Standing Desk,Furniture,North,5,503.7,2518.5
ORD1104,2025-02-15,Customer_22,Printer,Electronics,South,1,270.4,270.4
ORD1579,2025-02-15,Customer_03,Laptop,Electronics,East,6,939.12,5634.72
ORD1427,2025-02-15,Customer_27,Printer,Electronics,West,2,259.22,518.44
ORD1109,2025-02-15,Customer_08,Notebook Pack,Stationery,North,1,16.42,16.42
ORD2049,2025-02-16,Customer_14,Laptop,Electronics,North,2,891.86,1783.72
ORD2408,2025-02-16,Customer_08,Laptop,Electronics,West,3,862.6,2587.8
ORD2198,2025-02-16,Customer_29,Printer,Electronics,South,4,278.41,1113.64
ORD1129,2025-02-16,Customer_24,Notebook Pack,Stationery,East,4,14.3,57.2
ORD1304,2025-02-16,Customer_04,Standing Desk,Furniture,North,6,510.22,3061.32
ORD2318,2025-02-16,Customer_26,Office Chair,Furniture,West,6,203.73,1222.38
ORD2329,2025-02-16,Customer_27,Headphones,Electronics,North,2,127.0,254.0
ORD2196,2025-02-16,Customer_17,Notebook Pack,Stationery,East,6,13.87,83.22
ORD2322,2025-02-16,Customer_14,Standing Desk,Furniture,South,5,501.21,2506.05
ORD1275,2025-02-17,Customer_28,Office Chair,Furniture,North,6,192.15,1152.9
ORD1584,2025-02-17,Customer_23,Office Chair,Furniture,East,5,228.19,1140.95
ORD1603,2025-02-17,Customer_19,Smartphone,Electronics,South,5,664.87,3324.35
ORD1505,2025-02-17,Customer_27,Office Chair,Furniture,West,6,207.46,1244.76
ORD1930,2025-02-18,Customer_22,Standing Desk,Furniture,West,1,466.3,466.3
ORD1394,2025-02-18,Customer_11,Notebook Pack,Stationery,North,6,15.58,93.48
ORD2260,2025-02-18,Customer_07,Headphones,Electronics,West,7,109.92,769.44
ORD1144,2025-02-18,Customer_23,Monitor,Electronics,East,1,286.38,286.38
ORD1425,2025-02-18,Customer_30,Smartphone,Electronics,East,5,629.38,3146.9
ORD1318,2025-02-19,Customer_08,Monitor,Electronics,East,5,302.43,1512.15
ORD1979,2025-02-19,Customer_05,Standing Desk,Furniture,South,5,527.89,2639.45
ORD1706,2025-02-19,Customer_05,Laptop,Electronics,North,4,819.38,3277.52
ORD2226,2025-02-19,Customer_14,Laptop,Electronics,West,7,927.09,6489.63
ORD1027,2025-02-20,Customer_23,Printer,Electronics,North,2,269.43,538.86
ORD1607,2025-02-20,Customer_21,Standing Desk,Furniture,South,4,459.66,1838.64
ORD1335,2025-02-20,Customer_07,Printer,Electronics,South,4,276.98,1107.92
ORD1877,2025-02-20,Customer_08,Notebook Pack,Stationery,North,1,15.66,15.66
ORD1709,2025-02-20,Customer_26,Office Chair,Furniture,West,7,192.07,1344.49
ORD2235,2025-02-20,Customer_02,Headphones,Electronics,East,5,130.86,654.3
ORD1733,2025-02-20,Customer_28,Printer,Electronics,East,5,255.06,1275.3
ORD1111,2025-02-22,Customer_23,Printer,Electronics,North,2,249.79,499.58
ORD2018,2025-02-22,Customer_06,Laptop,Electronics,West,7,836.2,5853.4
ORD1801,2025-02-22,Customer_18,Headphones,Electronics,North,2,122.72,245.44
ORD1462,2025-02-22,Customer_27,Notebook Pack,Stationery,North,5,14.96,74.8
ORD1434,2025-02-23,Customer_08,Office Chair,Furniture,North,5,215.5,1077.5
ORD1106,2025-02-23,Customer_26,Printer,Electronics,South,4,278.57,1114.28
ORD1829,2025-02-23,Customer_05,Laptop,Electronics,North,5,871.89,4359.45
ORD1176,2025-02-24,Customer_19,Notebook Pack,Stationery,North,6,13.83,82.98
ORD2390,2025-02-24,Customer_06,Headphones,Electronics,North,7,131.2,918.4
ORD1562,2025-02-24,Customer_13,Office Chair,Furniture,East,2,201.69,403.38
ORD1023,2025-02-24,Customer_06,Monitor,Electronics,West,3,321.03,963.09
ORD2162,2025-02-24,Customer_17,Printer,Electronics,East,5,261.48,1307.4
ORD1074,2025-02-24,Customer_18,Notebook Pack,Stationery,North,4,16.05,64.2
ORD1197,2025-02-24,Customer_25,Laptop,Electronics,South,2,896.13,1792.26
ORD2388,2025-02-24,Customer_11,Monitor,Electronics,West,4,320.57,1282.28
ORD1469,2025-02-25,Customer_26,Monitor,Electronics,East,3,307.27,921.81
ORD2138,2025-02-25,Customer_27,Notebook Pack,Stationery,South,6,13.64,81.84
ORD1512,2025-02-25,Customer_04,Printer,Electronics,North,1,244.63,244.63
ORD1507,2025-02-25,Customer_25,Smartphone,Electronics,East,2,669.6,1339.2
ORD2291,2025-02-26,Customer_28,Printer,Electronics,East,4,269.92,1079.68
ORD1721,2025-02-26,Customer_18,Monitor,Electronics,East,3,303.65,910.95
ORD1807,2025-02-26,Customer_05,Laptop,Electronics,North,4,863.02,3452.08
ORD2385,2025-02-26,Customer_22,Smartphone,Electronics,North,7,590.46,4133.22
ORD1036,2025-02-26,Customer_25,Printer,Electronics,West,2,268.64,537.28
ORD1748,2025-02-26,Customer_28,Headphones,Electronics,West,3,110.47,331.41
ORD1926,2025-02-27,Customer_16,Standing Desk,Furniture,West,2,523.26,1046.52
ORD1446,2025-02-27,Customer_10,Headphones,Electronics,West,6,122.28,733.68
ORD2367,2025-02-27,Customer_05,Office Chair,Furniture,North,3,219.05,657.15
ORD1154,2025-02-27,Customer_03,Office Chair,Furniture,West,1,206.5,206.5
ORD1194,2025-02-28,Customer_23,Monitor,Electronics,South,5,294.0,1470.0
ORD2159,2025-02-28,Customer_01,Headphones,Electronics,North,7,125.92,881.44
ORD1353,2025-02-28,Customer_22,Office Chair,Furniture,West,4,194.26,777.04
ORD1407,2025-02-28,Customer_20,Smartphone,Electronics,East,6,600.82,3604.92
ORD1868,2025-03-01,Customer_07,Office Chair,Furniture,North,4,223.79,895.16
ORD1055,2025-03-01,Customer_15,Laptop,Electronics,South,1,944.3,944.3
ORD1435,2025-03-01,Customer_19,Laptop,Electronics,East,2,837.67,1675.34
ORD2432,2025-03-01,Customer_27,Smartphone,Electronics,South,5,625.23,3126.15
ORD1932,2025-03-01,Customer_22,Headphones,Electronics,South,1,123.79,123.79
ORD2219,2025-03-01,Customer_05,Office Chair,Furniture,West,6,193.21,1159.26
ORD1594,2025-03-01,Customer_08,Headphones,Electronics,North,3,131.88,395.64
ORD1277,2025-03-01,Customer_08,Printer,Electronics,West,7,238.26,1667.82
ORD1349,2025-03-02,Customer_24,Smartphone,Electronics,West,2,685.81,1371.62
ORD1136,2025-03-02,Customer_18,Standing Desk,Furniture,West,2,464.67,929.34
ORD2095,2025-03-02,Customer_17,Laptop,Electronics,East,5,924.05,4620.25
ORD1440,2025-03-02,Customer_29,Monitor,Electronics,West,5,321.5,1607.5
ORD1095,2025-03-02,Customer_23,Headphones,Electronics,North,6,131.47,788.82
ORD1827,2025-03-03,Customer_17,Monitor,Electronics,East,3,325.27,975.81
ORD2439,2025-03-03,Customer_10,Monitor,Electronics,South,2,320.16,640.32
ORD1699,2025-03-03,Customer_23,Laptop,Electronics,West,7,907.72,6354.04
ORD1796,2025-03-03,Customer_21,Monitor,Electronics,South,6,329.48,1976.88
ORD1949,2025-03-04,Customer_06,Headphones,Electronics,West,2,118.69,237.38
ORD1602,2025-03-04,Customer_05,Notebook Pack,Stationery,West,2,13.57,27.14
ORD2033,2025-03-04,Customer_09,Headphones,Electronics,North,3,116.32,348.96
ORD1550,2025-03-04,Customer_14,Printer,Electronics,West,2,245.73,491.46
ORD2304,2025-03-04,Customer_21,Standing Desk,Furniture,North,4,480.84,1923.36
ORD1115,2025-03-05,Customer_15,Standing Desk,Furniture,East,5,459.53,2297.65
ORD2430,2025-03-05,Customer_28,Office Chair,Furniture,East,7,230.68,1614.76
ORD1646,2025-03-06,Customer_20,Office Chair,Furniture,West,7,226.63,1586.41
ORD1977,2025-03-06,Customer_30,Standing Desk,Furniture,North,4,475.29,1901.16
ORD1747,2025-03-06,Customer_30,Headphones,Electronics,North,3,112.83,338.49
ORD1531,2025-03-06,Customer_03,Smartphone,Electronics,North,4,695.71,2782.84
ORD1382,2025-03-06,Customer_29,Monitor,Electronics,West,7,306.16,2143.12
ORD1869,2025-03-06,Customer_22,Laptop,Electronics,North,7,866.83,6067.81
ORD1867,2025-03-06,Customer_25,Printer,Electronics,East,4,274.77,1099.08
ORD1774,2025-03-06,Customer_13,Printer,Electronics,South,1,253.86,253.86
ORD1880,2025-03-07,Customer_26,Laptop,Electronics,South,2,849.44,1698.88
ORD1201,2025-03-07,Customer_28,Monitor,Electronics,East,3,296.66,889.98
ORD1982,2025-03-07,Customer_21,Standing Desk,Furniture,East,7,465.64,3259.48
ORD1385,2025-03-07,Customer_08,Laptop,Electronics,South,2,962.18,1924.36
ORD2112,2025-03-08,Customer_05,Smartphone,Electronics,East,3,622.3,1866.9
ORD1138,2025-03-08,Customer_15,Headphones,Electronics,East,6,112.22,673.32
ORD1428,2025-03-08,Customer_24,Laptop,Electronics,East,7,939.0,6573.0
ORD2425,2025-03-08,Customer_27,Printer,Electronics,West,3,242.8,728.4
ORD1884,2025-03-09,Customer_05,Printer,Electronics,East,7,246.38,1724.66
ORD1162,2025-03-09,Customer_05,Office Chair,Furniture,South,3,208.1,624.3
ORD2428,2025-03-09,Customer_24,Headphones,Electronics,North,5,129.06,645.3
ORD2240,2025-03-09,Customer_11,Standing Desk,Furniture,East,1,501.08,501.08
ORD1390,2025-03-09,Customer_08,Notebook Pack,Stationery,East,2,14.18,28.36
ORD1297,2025-03-09,Customer_28,Office Chair,Furniture,North,1,209.13,209.13
ORD1033,2025-03-10,Customer_04,Standing Desk,Furniture,East,4,478.22,1912.88
ORD2237,2025-03-10,Customer_04,Laptop,Electronics,East,2,930.25,1860.5
ORD2173,2025-03-10,Customer_11,Smartphone,Electronics,South,1,656.39,656.39
ORD2443,2025-03-10,Customer_14,Office Chair,Furniture,East,2,223.28,446.56
ORD1459,2025-03-10,Customer_12,Laptop,Electronics,East,5,938.64,4693.2
ORD1022,2025-03-11,Customer_12,Smartphone,Electronics,West,4,685.54,2742.16
ORD1570,2025-03-11,Customer_24,Monitor,Electronics,North,1,287.66,287.66
ORD2309,2025-03-11,Customer_19,Printer,Electronics,East,4,273.26,1093.04
ORD1150,2025-03-11,Customer_22,Printer,Electronics,East,3,277.91,833.73
ORD2492,2025-03-12,Customer_21,Laptop,Electronics,West,7,983.41,6883.87
ORD1719,2025-03-12,Customer_08,Standing Desk,Furniture,North,4,443.78,1775.12
ORD2053,2025-03-12,Customer_25,Monitor,Electronics,West,3,280.57,841.71
ORD2360,2025-03-12,Customer_01,Laptop,Electronics,East,7,918.29,6428.03
ORD1891,2025-03-12,Customer_28,Notebook Pack,Stationery,North,4,14.66,58.64
ORD2350,2025-03-13,Customer_19,Laptop,Electronics,North,2,989.08,1978.16
ORD1965,2025-03-13,Customer_26,Standing Desk,Furniture,East,6,509.74,3058.44
ORD2389,2025-03-13,Customer_18,Monitor,Electronics,East,1,275.09,275.09
ORD1269,2025-03-13,Customer_30,Standing Desk,Furniture,North,7,500.1,3500.7
ORD2314,2025-03-14,Customer_23,Monitor,Electronics,West,4,301.42,1205.68
ORD2244,2025-03-14,Customer_11,Monitor,Electronics,North,3,310.8,932.4
ORD2010,2025-03-14,Customer_11,Headphones,Electronics,North,5,110.43,552.15
ORD1286,2025-03-14,Customer_04,Smartphone,Electronics,West,5,626.46,3132.3
ORD1203,2025-03-14,Customer_05,Notebook Pack,Stationery,West,2,14.62,29.24
ORD2312,2025-03-14,Customer_11,Printer,Electronics,West,4,269.31,1077.24
ORD1593,2025-03-14,Customer_18,Monitor,Electronics,North,2,291.86,583.72
ORD1615,2025-03-15,Customer_14,Notebook Pack,Stationery,North,7,16.28,113.96
ORD2399,2025-03-15,Customer_20,Headphones,Electronics,West,1,109.47,109.47
ORD1848,2025-03-15,Customer_23,Printer,Electronics,North,5,268.64,1343.2
ORD1295,2025-03-15,Customer_24,Standing Desk,Furniture,South,3,449.42,1348.26
ORD2142,2025-03-16,Customer_05,Monitor,Electronics,West,7,317.04,2219.28
ORD2272,2025-03-16,Customer_28,Monitor,Electronics,North,4,284.57,1138.28
ORD1995,2025-03-16,Customer_11,Notebook Pack,Stationery,East,1,14.25,14.25
ORD2264,2025-03-16,Customer_18,Smartphone,Electronics,West,3,646.1,1938.3
ORD1239,2025-03-16,Customer_02,Notebook Pack,Stationery,East,4,15.42,61.68
ORD2369,2025-03-17,Customer_16,Notebook Pack,Stationery,West,5,14.09,70.45
ORD1973,2025-03-17,Customer_08,Office Chair,Furniture,East,3,197.72,593.16
ORD1371,2025-03-17,Customer_08,Notebook Pack,Stationery,West,2,14.23,28.46
ORD1439,2025-03-17,Customer_25,Office Chair,Furniture,East,2,196.89,393.78
ORD1488,2025-03-18,Customer_14,Printer,Electronics,East,1,281.81,281.81
ORD1244,2025-03-18,Customer_22,Notebook Pack,Stationery,West,2,13.71,27.42
ORD1859,2025-03-18,Customer_14,Printer,Electronics,West,7,276.59,1936.13
